basin,model,dp,dt,annual,freshet,q999,q30,pct_annual,pct_freshet,pct_q999,pct_q30
ORO,base hybrid,0.2,3.0,5057.3763,1685.2143,38.7524,0.2696,20.7593,7.9929,34.6788,-24.0974
YRS,base hybrid,0.2,3.0,2687.7918,835.6564,74.113,0.4317,24.1669,-7.7412,41.0631,-6.0959
FOL,base hybrid,0.2,3.0,3413.4221,1101.3765,58.2546,0.3211,26.9574,-9.1776,43.6087,17.8239
MKM,base hybrid,0.2,3.0,795.8762,351.3077,45.2392,0.111,11.3273,-17.268,51.1815,-46.6278
NHG,base hybrid,0.2,3.0,204.783,37.4524,29.0727,0.0609,42.3601,43.0441,18.1137,118.461
NML,base hybrid,0.2,3.0,1214.319,601.5569,34.939,0.0996,16.4528,6.9334,39.2909,-76.68
TLG,base hybrid,0.2,3.0,1884.7545,954.7147,36.8229,0.0937,-0.2717,-17.8141,61.5332,-66.7912
MRC,base hybrid,0.2,3.0,1063.0315,509.2361,28.6919,0.0713,20.3697,-8.6412,71.0897,-22.1369
MIL,base hybrid,0.2,3.0,1563.4895,945.8867,22.5516,0.096,-3.0014,-15.6883,103.194,-59.3945
PNF,base hybrid,0.2,3.0,1899.3727,1247.6985,24.9667,0.1579,10.2655,2.4953,98.649,-40.932
TRM,base hybrid,0.2,3.0,471.7417,231.5469,23.3136,0.0899,9.786,-14.3112,56.2322,-47.7232
SCC,base hybrid,0.2,3.0,320.0554,111.8044,18.2975,0.135,28.4395,5.1229,18.4917,8.7775
ISB,base hybrid,0.2,3.0,1054.9827,540.2656,7.8663,0.1455,22.419,4.031,49.0065,-2.1104
SHA,base hybrid,0.2,3.5,7144.3827,1866.0008,17.4368,0.5083,24.7268,10.657,30.7312,-1.9376
BND,base hybrid,0.2,3.5,10716.8864,2637.3233,17.7664,0.5558,27.6059,14.1243,26.884,0.8859
ORO,base hybrid,0.2,3.5,5058.6204,1623.7657,39.4374,0.2654,20.789,4.0552,37.0594,-25.2904
YRS,base hybrid,0.2,3.5,2680.6018,785.6535,74.7003,0.4425,23.8348,-13.2617,42.1811,-3.7518
FOL,base hybrid,0.2,3.5,3416.409,1047.7109,59.0686,0.3289,27.0685,-13.603,45.6152,20.6914
MKM,base hybrid,0.2,3.5,781.0922,319.3644,46.0813,0.1056,9.2593,-24.7906,53.9955,-49.2505
NHG,base hybrid,0.2,3.5,206.7622,37.4924,29.1804,0.0631,43.7359,43.1967,18.5512,126.2386
NML,base hybrid,0.2,3.5,1184.3613,545.143,35.5387,0.0946,13.5799,-3.0948,41.6818,-77.8528
TLG,base hybrid,0.2,3.5,1848.7081,871.38,37.5208,0.0872,-2.179,-24.9879,64.5947,-69.0911
MRC,base hybrid,0.2,3.5,1049.03,467.1053,29.4642,0.0695,18.7842,-16.1996,75.6946,-24.1362
MIL,base hybrid,0.2,3.5,1522.1218,882.1605,23.8366,0.0787,-5.5679,-21.3685,114.7725,-66.6922
PNF,base hybrid,0.2,3.5,1859.6305,1193.2652,27.2627,0.1337,7.9583,-1.9762,116.9167,-49.9912
TRM,base hybrid,0.2,3.5,466.5443,216.5597,23.5199,0.0877,8.5765,-19.8575,57.6145,-49.0231
SCC,base hybrid,0.2,3.5,319.8254,108.9686,18.286,0.1349,28.3472,2.4565,18.4173,8.7211
ISB,base hybrid,0.2,3.5,1031.7602,513.5651,7.9247,0.133,19.7243,-1.1103,50.1128,-10.4998
SHA,base hybrid,0.2,4.0,7162.6481,1837.7369,17.5486,0.5077,25.0457,8.9809,31.5693,-2.0545
BND,base hybrid,0.2,4.0,10704.0281,2596.7391,17.8725,0.5554,27.4528,12.3681,27.6417,0.8296
ORO,base hybrid,0.2,4.0,5088.8876,1571.4687,40.0274,0.2689,21.5117,0.7038,39.1099,-24.3034
YRS,base hybrid,0.2,4.0,2674.883,741.88,75.2571,0.4553,23.5706,-18.0944,43.2408,-0.9682
FOL,base hybrid,0.2,4.0,3423.795,994.8791,59.5535,0.3403,27.3432,-17.9597,46.8106,24.8983
MKM,base hybrid,0.2,4.0,763.3585,288.5179,46.3728,0.1023,6.7787,-32.0548,54.9698,-50.8283
NHG,base hybrid,0.2,4.0,208.5621,37.6071,29.205,0.0654,44.9872,43.6347,18.6509,134.7874
NML,base hybrid,0.2,4.0,1158.3289,492.8849,35.8597,0.0926,11.0834,-12.3842,42.9613,-78.3036
TLG,base hybrid,0.2,4.0,1817.0462,790.7884,37.9972,0.0846,-3.8543,-31.9256,66.6844,-70.0107
MRC,base hybrid,0.2,4.0,1036.4426,427.1231,30.332,0.0686,17.3589,-23.3725,80.8696,-25.0846
MIL,base hybrid,0.2,4.0,1494.9275,822.869,25.2798,0.0684,-7.255,-26.6534,127.7759,-71.0857
PNF,base hybrid,0.2,4.0,1830.3126,1142.3925,28.0691,0.1121,6.2563,-6.1553,123.3335,-58.0455
TRM,base hybrid,0.2,4.0,460.2732,202.081,23.9268,0.0858,7.117,-25.2157,60.3415,-50.1038
SCC,base hybrid,0.2,4.0,319.7956,106.3195,18.2877,0.1355,28.3353,-0.0342,18.4281,9.1763
ISB,base hybrid,0.2,4.0,1010.7633,488.1893,8.0178,0.1216,17.2879,-5.9966,51.8758,-18.167
SHA,dt·dp hybrid,-0.2,0.0,4070.2621,1262.3247,8.1978,0.4158,-27.8479,-28.1616,-27.9504,-17.6054
BND,dt·dp hybrid,-0.2,0.0,5939.7947,1695.7456,8.7511,0.4641,-26.7129,-26.2994,-28.273,-13.6606
ORO,dt·dp hybrid,-0.2,0.0,2689.5665,975.0682,18.3244,0.2236,-34.3946,-33.9737,-25.9754,-37.1367
YRS,dt·dp hybrid,-0.2,0.0,1481.9801,645.6569,33.9761,0.2317,-30.9506,-27.4277,-30.3106,-48.3546
FOL,dt·dp hybrid,-0.2,0.0,1652.0709,700.503,25.8793,0.1434,-35.9691,-37.4024,-29.8137,-47.2422
MKM,dt·dp hybrid,-0.2,0.0,504.9684,296.3693,21.6884,0.1649,-30.91,-29.7755,-30.1459,-25.5235
NHG,dt·dp hybrid,-0.2,0.0,90.7197,15.9665,13.7688,0.0219,-36.2385,-41.9266,-29.3087,-34.7001
NML,dt·dp hybrid,-0.2,0.0,791.4329,492.624,16.8172,0.2357,-31.0089,-27.5935,-36.7058,-36.0969
TLG,dt·dp hybrid,-0.2,0.0,1264.6888,794.3604,13.3619,0.2465,-31.3693,-32.3677,-36.7523,-5.7936
MRC,dt·dp hybrid,-0.2,0.0,617.1098,403.3192,10.6239,0.0832,-33.2597,-33.0703,-35.8728,-9.8151
MIL,dt·dp hybrid,-0.2,0.0,1204.2931,855.7575,9.0128,0.1981,-29.5458,-29.459,-24.9907,-15.8178
PNF,dt·dp hybrid,-0.2,0.0,1323.9957,942.4594,10.7129,0.2453,-27.7776,-28.4924,-25.927,-9.3486
TRM,dt·dp hybrid,-0.2,0.0,296.937,177.8479,10.4204,0.1606,-31.5521,-32.7794,-35.9699,-8.6581
SCC,dt·dp hybrid,-0.2,0.0,163.0313,65.7296,10.8053,0.0733,-36.8983,-38.493,-32.7783,-36.7453
ISB,dt·dp hybrid,-0.2,0.0,560.8653,330.3517,3.8786,0.1052,-38.3766,-39.407,-40.4565,-23.8794
SHA,dt·dp hybrid,-0.2,0.5,4008.5473,1216.074,8.173,0.4089,-28.9419,-30.7937,-28.1682,-18.9709
BND,dt·dp hybrid,-0.2,0.5,5892.1263,1651.1373,8.8236,0.4601,-27.3011,-28.2381,-27.6786,-14.4016
ORO,dt·dp hybrid,-0.2,0.5,2619.6053,924.4387,18.2568,0.1971,-36.1012,-37.402,-26.2483,-44.5938
YRS,dt·dp hybrid,-0.2,0.5,1469.8926,605.6882,34.2274,0.2244,-31.5138,-31.9202,-29.7952,-50.0002
FOL,dt·dp hybrid,-0.2,0.5,1646.9364,663.0567,26.3608,0.1469,-36.1681,-40.7487,-28.5076,-45.9485
MKM,dt·dp hybrid,-0.2,0.5,500.0288,278.3305,23.7513,0.1529,-31.5858,-34.0498,-23.5018,-30.9606
NHG,dt·dp hybrid,-0.2,0.5,90.0735,15.5306,13.7089,0.0234,-36.6926,-43.5118,-29.6164,-30.1971
NML,dt·dp hybrid,-0.2,0.5,748.3334,465.2569,17.7856,0.1385,-34.766,-31.6159,-33.0608,-62.4452
TLG,dt·dp hybrid,-0.2,0.5,1172.0691,742.3522,15.3639,0.1584,-36.3955,-36.7957,-27.2762,-39.4702
MRC,dt·dp hybrid,-0.2,0.5,598.95,375.3903,11.3496,0.0787,-35.2236,-37.705,-31.4928,-14.7816
MIL,dt·dp hybrid,-0.2,0.5,1202.4179,833.0189,8.8678,0.2143,-29.6556,-31.3334,-26.197,-8.954
PNF,dt·dp hybrid,-0.2,0.5,1332.9799,939.9882,10.7095,0.2436,-27.2875,-28.6799,-25.9499,-10.0081
TRM,dt·dp hybrid,-0.2,0.5,288.8316,166.5374,11.0566,0.1492,-33.4205,-37.0543,-32.0606,-15.182
SCC,dt·dp hybrid,-0.2,0.5,161.0596,62.4018,11.1972,0.0705,-37.6614,-41.607,-30.3406,-39.1752
ISB,dt·dp hybrid,-0.2,0.5,544.5427,316.1562,3.7661,0.0955,-40.17,-42.0107,-42.1846,-30.9346
SHA,dt·dp hybrid,-0.2,1.0,3953.6042,1174.06,8.1585,0.4018,-29.9158,-33.1847,-28.2952,-20.376
BND,dt·dp hybrid,-0.2,1.0,5857.4997,1615.6258,8.8436,0.4581,-27.7283,-29.7815,-27.5143,-14.7798
ORO,dt·dp hybrid,-0.2,1.0,2585.2499,886.3778,18.2206,0.1882,-36.9392,-39.9793,-26.3949,-47.0926
YRS,dt·dp hybrid,-0.2,1.0,1472.7414,569.695,34.7308,0.2477,-31.3811,-35.9658,-28.7627,-44.794
FOL,dt·dp hybrid,-0.2,1.0,1637.412,625.8296,26.6682,0.1461,-36.5373,-44.0753,-27.674,-46.2421
MKM,dt·dp hybrid,-0.2,1.0,498.7784,258.0418,24.4778,0.1556,-31.7569,-38.8572,-21.162,-29.7357
NHG,dt·dp hybrid,-0.2,1.0,89.5547,15.1673,13.6448,0.0252,-37.0572,-44.8332,-29.9455,-24.8293
NML,dt·dp hybrid,-0.2,1.0,738.1425,433.932,18.7586,0.1271,-35.6543,-36.2201,-29.3989,-65.5251
TLG,dt·dp hybrid,-0.2,1.0,1112.5858,688.5164,16.3978,0.1163,-39.6235,-41.3793,-22.3825,-55.566
MRC,dt·dp hybrid,-0.2,1.0,594.5734,352.1997,11.8534,0.0892,-35.697,-41.5535,-28.4518,-3.3338
MIL,dt·dp hybrid,-0.2,1.0,1146.3741,774.8032,8.992,0.2018,-32.9343,-36.1321,-25.1633,-14.2685
PNF,dt·dp hybrid,-0.2,1.0,1334.5802,906.4197,10.737,0.2715,-27.2002,-31.2269,-25.7598,0.3292
TRM,dt·dp hybrid,-0.2,1.0,283.0196,155.8361,12.0474,0.1442,-34.7603,-41.0991,-25.9723,-17.9945
SCC,dt·dp hybrid,-0.2,1.0,158.9836,59.2232,11.3633,0.0682,-38.4649,-44.5814,-29.3071,-41.1159
ISB,dt·dp hybrid,-0.2,1.0,537.9542,299.9463,4.0298,0.0972,-40.8939,-44.9839,-38.1367,-29.6373
SHA,dt·dp hybrid,-0.2,1.5,3917.6247,1142.7712,8.2343,0.3983,-30.5536,-34.9653,-27.6291,-21.0631
BND,dt·dp hybrid,-0.2,1.5,5820.3759,1585.5004,8.904,0.4562,-28.1863,-31.0909,-27.0198,-15.1388
ORO,dt·dp hybrid,-0.2,1.5,2563.7313,856.9895,18.0694,0.189,-37.4641,-41.9693,-27.0056,-46.8722
YRS,dt·dp hybrid,-0.2,1.5,1459.9379,534.2206,34.3034,0.2481,-31.9776,-39.9532,-29.6395,-44.7082
FOL,dt·dp hybrid,-0.2,1.5,1631.2058,595.216,26.5838,0.1495,-36.7778,-46.811,-27.9029,-44.9889
MKM,dt·dp hybrid,-0.2,1.5,504.9637,241.5345,25.0138,0.1823,-30.9106,-42.7686,-19.4357,-17.6812
NHG,dt·dp hybrid,-0.2,1.5,89.0065,14.8408,13.6386,0.027,-37.4425,-46.021,-29.9776,-19.3928
NML,dt·dp hybrid,-0.2,1.5,733.4548,400.973,19.6155,0.1264,-36.063,-41.0644,-26.1738,-65.7236
TLG,dt·dp hybrid,-0.2,1.5,1091.7392,638.9528,16.8455,0.1115,-40.7547,-45.5992,-20.2631,-57.402
MRC,dt·dp hybrid,-0.2,1.5,589.8618,328.8153,12.3721,0.0945,-36.2065,-45.434,-25.3208,2.3327
MIL,dt·dp hybrid,-0.2,1.5,1098.3068,726.6548,8.9775,0.1754,-35.7463,-40.1011,-25.2845,-25.4508
PNF,dt·dp hybrid,-0.2,1.5,1303.1982,857.9431,10.3569,0.2752,-28.9121,-34.9049,-28.3882,1.7008
TRM,dt·dp hybrid,-0.2,1.5,277.2209,144.7685,12.8739,0.1417,-36.097,-45.2823,-20.8942,-19.4025
SCC,dt·dp hybrid,-0.2,1.5,156.8853,56.6644,11.6061,0.0663,-39.277,-46.9758,-27.7969,-42.7848
ISB,dt·dp hybrid,-0.2,1.5,527.783,281.0812,4.1683,0.099,-42.0114,-48.4442,-36.01,-28.3689
SHA,dt·dp hybrid,-0.2,2.0,3879.3843,1116.4418,8.225,0.3944,-31.2315,-36.4637,-27.7111,-21.8269
BND,dt·dp hybrid,-0.2,2.0,5790.4647,1561.4455,8.9133,0.4553,-28.5554,-32.1363,-26.9429,-15.2914
ORO,dt·dp hybrid,-0.2,2.0,2533.919,830.9849,17.9804,0.1805,-38.1913,-43.7302,-27.3653,-49.2709
YRS,dt·dp hybrid,-0.2,2.0,1453.2431,508.7025,34.157,0.2581,-32.2896,-42.8214,-29.9398,-42.4843
FOL,dt·dp hybrid,-0.2,2.0,1617.3661,565.5069,26.4179,0.1467,-37.3142,-49.4658,-28.3529,-46.0063
MKM,dt·dp hybrid,-0.2,2.0,501.0801,223.7181,25.2272,0.1883,-31.442,-46.9902,-18.7482,-14.9726
NHG,dt·dp hybrid,-0.2,2.0,88.5673,14.5645,13.6093,0.0292,-37.7512,-47.026,-30.1277,-12.9484
NML,dt·dp hybrid,-0.2,2.0,730.7859,369.0416,19.9421,0.136,-36.2956,-45.7578,-24.9447,-63.1383
TLG,dt·dp hybrid,-0.2,2.0,1086.8212,594.9387,16.518,0.1214,-41.0216,-49.3466,-21.8133,-53.5874
MRC,dt·dp hybrid,-0.2,2.0,589.0487,307.5481,13.1412,0.1044,-36.2945,-48.9633,-20.6786,13.1315
MIL,dt·dp hybrid,-0.2,2.0,1065.3079,684.5412,9.3058,0.1589,-37.6768,-43.5725,-22.5519,-32.4812
PNF,dt·dp hybrid,-0.2,2.0,1256.6802,810.6341,10.441,0.247,-31.4496,-38.4944,-27.8069,-8.7459
TRM,dt·dp hybrid,-0.2,2.0,271.9664,134.6428,13.2591,0.1416,-37.3082,-49.1095,-18.5272,-19.4707
SCC,dt·dp hybrid,-0.2,2.0,154.9082,54.3485,11.5525,0.0645,-40.0423,-49.1429,-28.1301,-44.3803
ISB,dt·dp hybrid,-0.2,2.0,518.0407,263.7196,4.3256,0.0991,-43.0818,-51.6286,-33.5949,-28.2922
SHA,dt·dp hybrid,-0.2,2.5,3843.8541,1094.0619,8.247,0.3914,-31.8613,-37.7373,-27.5178,-22.4397
BND,dt·dp hybrid,-0.2,2.5,5754.3174,1539.9465,8.9177,0.4545,-29.0014,-33.0707,-26.907,-15.4465
ORO,dt·dp hybrid,-0.2,2.5,2505.6418,807.0314,17.853,0.1737,-38.881,-45.3522,-27.8796,-51.1639
YRS,dt·dp hybrid,-0.2,2.5,1439.4135,484.285,34.4007,0.2534,-32.9339,-45.566,-29.4398,-43.522
FOL,dt·dp hybrid,-0.2,2.5,1602.2048,539.063,26.3589,0.1426,-37.9018,-51.8289,-28.5129,-47.5155
MKM,dt·dp hybrid,-0.2,2.5,501.7766,207.5809,25.5463,0.2079,-31.3467,-50.8138,-17.7205,-6.1162
NHG,dt·dp hybrid,-0.2,2.5,88.1711,14.3306,13.5056,0.0312,-38.0297,-47.8765,-30.6601,-6.9931
NML,dt·dp hybrid,-0.2,2.5,725.28,338.9836,20.1852,0.1441,-36.7756,-50.1757,-24.0297,-60.9366
TLG,dt·dp hybrid,-0.2,2.5,1083.9316,555.9515,17.7022,0.126,-41.1784,-52.6659,-16.2079,-51.8362
MRC,dt·dp hybrid,-0.2,2.5,585.2311,286.6431,13.9878,0.1061,-36.7073,-52.4324,-15.5682,15.0048
MIL,dt·dp hybrid,-0.2,2.5,1039.6482,643.4722,9.5518,0.1527,-39.178,-46.9579,-20.5041,-35.106
PNF,dt·dp hybrid,-0.2,2.5,1245.7895,770.5603,11.2969,0.2532,-32.0437,-41.535,-21.8886,-6.4373
TRM,dt·dp hybrid,-0.2,2.5,267.5486,126.1554,13.1226,0.1407,-38.3266,-52.3174,-19.3658,-20.0081
SCC,dt·dp hybrid,-0.2,2.5,152.9514,52.4243,11.6025,0.0631,-40.7997,-50.9435,-27.8191,-45.5806
ISB,dt·dp hybrid,-0.2,2.5,508.0585,248.2311,4.5349,0.0986,-44.1786,-54.4695,-30.3817,-28.628
SHA,dt·dp hybrid,-0.2,3.0,3816.3384,1075.1633,8.2663,0.3897,-32.3491,-38.8128,-27.348,-22.7631
BND,dt·dp hybrid,-0.2,3.0,5716.4666,1520.993,8.9052,0.4535,-29.4684,-33.8945,-27.0099,-15.64
ORO,dt·dp hybrid,-0.2,3.0,2485.861,784.0391,17.7081,0.1728,-39.3635,-46.9091,-28.4651,-51.4214
YRS,dt·dp hybrid,-0.2,3.0,1430.1115,466.2894,34.4797,0.2539,-33.3673,-47.5887,-29.2778,-43.4181
FOL,dt·dp hybrid,-0.2,3.0,1585.5449,515.8304,26.2304,0.14,-38.5476,-53.905,-28.8613,-48.506
MKM,dt·dp hybrid,-0.2,3.0,496.5071,192.5055,26.0258,0.2049,-32.0677,-54.386,-16.1763,-7.4698
NHG,dt·dp hybrid,-0.2,3.0,87.7041,14.1429,13.42,0.0336,-38.3579,-48.5595,-31.0997,0.2565
NML,dt·dp hybrid,-0.2,3.0,723.6723,313.4847,21.4197,0.1558,-36.9157,-53.9236,-19.3834,-57.7543
TLG,dt·dp hybrid,-0.2,3.0,1083.1994,516.9574,19.004,0.1341,-41.2182,-55.9859,-10.046,-48.7631
MRC,dt·dp hybrid,-0.2,3.0,579.5966,265.8143,14.6307,0.1043,-37.3167,-55.8889,-11.6873,12.9939
MIL,dt·dp hybrid,-0.2,3.0,1023.7677,605.6364,10.4515,0.1511,-40.107,-50.0767,-13.0164,-35.7952
PNF,dt·dp hybrid,-0.2,3.0,1226.9082,724.2471,12.4749,0.2552,-33.0736,-45.0489,-13.7439,-5.7109
TRM,dt·dp hybrid,-0.2,3.0,263.3947,118.9677,13.1352,0.1395,-39.2841,-55.0341,-19.2885,-20.6569
SCC,dt·dp hybrid,-0.2,3.0,150.9847,50.7841,11.5907,0.0622,-41.5609,-52.4783,-27.8923,-46.3382
ISB,dt·dp hybrid,-0.2,3.0,496.5093,233.6499,4.6599,0.0972,-45.4475,-57.144,-28.4625,-29.651
SHA,dt·dp hybrid,-0.2,3.5,3782.2708,1056.911,8.2643,0.3877,-32.953,-39.8516,-27.3653,-23.1682
BND,dt·dp hybrid,-0.2,3.5,5675.1891,1503.2965,8.8721,0.4524,-29.9777,-34.6636,-27.2807,-15.8424
ORO,dt·dp hybrid,-0.2,3.5,2470.4391,763.4451,17.6027,0.1721,-39.7397,-48.3036,-28.8908,-51.6326
YRS,dt·dp hybrid,-0.2,3.5,1416.8832,449.5942,34.4946,0.2479,-33.9837,-49.4653,-29.2473,-44.7644
FOL,dt·dp hybrid,-0.2,3.5,1568.8647,495.6202,26.004,0.1367,-39.194,-55.711,-29.4753,-49.6955
MKM,dt·dp hybrid,-0.2,3.5,489.1172,178.9543,26.0347,0.1971,-33.0788,-57.5969,-16.1474,-10.9862
NHG,dt·dp hybrid,-0.2,3.5,87.362,13.9928,13.3165,0.036,-38.5983,-49.1052,-31.6313,7.4076
NML,dt·dp hybrid,-0.2,3.5,718.7575,290.5084,22.7279,0.1578,-37.3442,-57.3007,-14.46,-57.2082
TLG,dt·dp hybrid,-0.2,3.5,1078.0758,477.9093,20.186,0.1375,-41.4962,-59.3105,-4.4512,-47.4571
MRC,dt·dp hybrid,-0.2,3.5,572.5753,246.3628,15.1412,0.1021,-38.0761,-59.1168,-8.6061,10.5681
MIL,dt·dp hybrid,-0.2,3.5,1019.5105,573.0221,11.3607,0.1584,-40.3561,-52.7652,-5.45,-32.6886
PNF,dt·dp hybrid,-0.2,3.5,1212.2202,679.6777,13.2575,0.2599,-33.8748,-48.4305,-8.332,-3.9743
TRM,dt·dp hybrid,-0.2,3.5,258.8708,112.3536,12.9558,0.1365,-40.3269,-57.534,-20.391,-22.3861
SCC,dt·dp hybrid,-0.2,3.5,149.0604,49.3722,11.567,0.0614,-42.3057,-53.7995,-28.0397,-47.0407
ISB,dt·dp hybrid,-0.2,3.5,485.7334,218.9976,4.9577,0.0965,-46.6315,-59.8315,-23.8914,-30.1959
SHA,dt·dp hybrid,-0.2,4.0,3747.5494,1039.8017,8.2722,0.3856,-33.5685,-40.8253,-27.2961,-23.5862
BND,dt·dp hybrid,-0.2,4.0,5632.7954,1486.5626,8.8355,0.4512,-30.5008,-35.3909,-27.5811,-16.0569
ORO,dt·dp hybrid,-0.2,4.0,2450.1875,742.912,17.5603,0.1681,-40.2337,-49.694,-29.0621,-52.7312
YRS,dt·dp hybrid,-0.2,4.0,1405.1398,435.9575,34.329,0.2427,-34.5308,-50.998,-29.5868,-45.9219
FOL,dt·dp hybrid,-0.2,4.0,1551.7054,477.064,25.8794,0.134,-39.8591,-57.3691,-29.8134,-50.6978
MKM,dt·dp hybrid,-0.2,4.0,484.489,168.8788,25.7473,0.1965,-33.712,-59.9843,-17.0733,-11.2819
NHG,dt·dp hybrid,-0.2,4.0,86.911,13.8715,13.1964,0.0384,-38.9153,-49.5465,-32.2479,14.4693
NML,dt·dp hybrid,-0.2,4.0,712.2312,270.3242,23.3652,0.1562,-37.9131,-60.2674,-12.0612,-57.6567
TLG,dt·dp hybrid,-0.2,4.0,1073.3596,442.8775,20.4686,0.14,-41.7521,-62.2931,-3.1134,-46.4891
MRC,dt·dp hybrid,-0.2,4.0,565.6994,228.1654,15.3956,0.1002,-38.8197,-62.1366,-7.0703,8.5593
MIL,dt·dp hybrid,-0.2,4.0,1003.7096,535.4749,12.1137,0.1593,-41.2805,-55.8602,0.8172,-32.3265
PNF,dt·dp hybrid,-0.2,4.0,1201.2639,640.5776,14.135,0.2667,-34.4725,-51.3972,-2.2648,-1.465
TRM,dt·dp hybrid,-0.2,4.0,255.3855,106.8768,12.7738,0.137,-41.1303,-59.6041,-21.5092,-22.0961
SCC,dt·dp hybrid,-0.2,4.0,147.1941,48.0577,11.5723,0.0607,-43.0281,-55.0296,-28.0069,-47.6533
ISB,dt·dp hybrid,-0.2,4.0,479.0421,207.0468,5.0329,0.0973,-47.3666,-62.0235,-22.7373,-29.5997
SHA,dt·dp hybrid,-0.15,0.0,4450.9077,1377.3518,8.9808,0.4369,-21.1003,-21.6154,-21.0681,-13.4103
BND,dt·dp hybrid,-0.15,0.0,6452.9628,1834.5056,9.5708,0.4816,-20.3813,-20.2686,-21.5538,-10.4077
ORO,dt·dp hybrid,-0.15,0.0,3020.1429,1087.6893,20.0029,0.2527,-26.331,-26.3476,-19.1947,-28.9645
YRS,dt·dp hybrid,-0.15,0.0,1635.4585,702.21,37.7328,0.2836,-23.7997,-21.0711,-22.6053,-36.7963
FOL,dt·dp hybrid,-0.15,0.0,1844.8698,786.512,28.7056,0.1626,-28.4967,-29.7166,-22.1485,-40.1771
MKM,dt·dp hybrid,-0.15,0.0,557.4084,324.8742,23.7862,0.1849,-23.7351,-23.0213,-23.3895,-16.515
NHG,dt·dp hybrid,-0.15,0.0,102.6534,18.4108,15.0982,0.0234,-27.8509,-33.0361,-22.4838,-30.2001
NML,dt·dp hybrid,-0.15,0.0,879.456,543.9839,18.6567,0.2588,-23.3357,-20.0445,-29.7825,-29.8344
TLG,dt·dp hybrid,-0.15,0.0,1394.4322,885.6554,15.3908,0.2409,-24.3285,-24.5948,-27.1489,-7.9368
MRC,dt·dp hybrid,-0.15,0.0,685.3974,449.3269,11.9609,0.0821,-25.8744,-25.4355,-27.8029,-10.9971
MIL,dt·dp hybrid,-0.15,0.0,1314.0899,940.9551,9.7157,0.194,-23.1225,-22.4361,-19.1406,-17.5808
PNF,dt·dp hybrid,-0.15,0.0,1446.9652,1040.9756,11.7845,0.2396,-21.0698,-21.0176,-18.5174,-11.4669
TRM,dt·dp hybrid,-0.15,0.0,329.1652,198.8544,11.8393,0.1625,-24.1231,-24.8396,-27.251,-7.6015
SCC,dt·dp hybrid,-0.15,0.0,185.5553,75.3608,12.4779,0.0816,-28.1803,-29.4804,-22.3731,-29.5719
ISB,dt·dp hybrid,-0.15,0.0,640.6335,379.8227,4.5178,0.113,-29.6123,-30.333,-30.6451,-18.2656
SHA,dt·dp hybrid,-0.15,0.5,4385.6335,1325.9472,8.9883,0.4295,-22.2574,-24.5408,-21.0023,-14.8766
BND,dt·dp hybrid,-0.15,0.5,6401.7604,1783.7344,9.6895,0.477,-21.013,-22.4752,-20.5814,-11.2698
ORO,dt·dp hybrid,-0.15,0.5,2958.7715,1037.4765,20.1098,0.234,-27.828,-29.7477,-18.7631,-34.2308
YRS,dt·dp hybrid,-0.15,0.5,1613.6906,652.8656,37.5263,0.2638,-24.8139,-26.6174,-23.0288,-41.2107
FOL,dt·dp hybrid,-0.15,0.5,1823.9101,739.9312,29.1123,0.158,-29.309,-33.8791,-21.0454,-41.8847
MKM,dt·dp hybrid,-0.15,0.5,551.4919,305.0012,25.7552,0.1648,-24.5446,-27.7302,-17.0477,-25.6075
NHG,dt·dp hybrid,-0.15,0.5,101.8674,17.9438,15.0647,0.0245,-28.4034,-34.7346,-22.6555,-26.8005
NML,dt·dp hybrid,-0.15,0.5,828.406,514.6353,19.7552,0.1452,-27.7858,-24.3582,-25.6483,-60.6389
TLG,dt·dp hybrid,-0.15,0.5,1302.1915,827.8941,17.5532,0.1594,-29.3342,-29.5126,-16.9132,-39.0708
MRC,dt·dp hybrid,-0.15,0.5,670.2745,418.8718,12.6531,0.0836,-27.5099,-30.4894,-23.6243,-9.3752
MIL,dt·dp hybrid,-0.15,0.5,1314.3167,920.7802,9.7642,0.2057,-23.1092,-24.0991,-18.7368,-12.5761
PNF,dt·dp hybrid,-0.15,0.5,1444.781,1031.5657,11.8035,0.2314,-21.1889,-21.7316,-18.3855,-14.5119
TRM,dt·dp hybrid,-0.15,0.5,321.4257,186.4864,12.486,0.153,-25.9072,-29.5143,-23.2775,-12.9797
SCC,dt·dp hybrid,-0.15,0.5,183.3647,71.613,12.7971,0.0781,-29.0281,-32.9875,-20.3871,-32.5938
ISB,dt·dp hybrid,-0.15,0.5,622.1685,362.5668,4.4297,0.1031,-31.6411,-33.4981,-31.9976,-25.409
SHA,dt·dp hybrid,-0.15,1.0,4323.0382,1276.8988,8.9839,0.4207,-23.367,-27.3321,-21.0409,-16.6204
BND,dt·dp hybrid,-0.15,1.0,6365.5434,1743.2293,9.7103,0.4744,-21.4599,-24.2356,-20.411,-11.7452
ORO,dt·dp hybrid,-0.15,1.0,2927.0735,997.147,20.2097,0.2264,-28.6012,-32.4786,-18.3593,-36.3544
YRS,dt·dp hybrid,-0.15,1.0,1624.5868,619.4704,37.9838,0.2905,-24.3062,-30.3711,-22.0904,-35.2524
FOL,dt·dp hybrid,-0.15,1.0,1806.584,695.0684,29.3481,0.1568,-29.9805,-37.8881,-20.4061,-42.2975
